,cand_name,cid,cycle,last_updated,industry_code0,industry_name0,indivs0,pacs0,total0,industry_code1,industry_name1,indivs1,pacs1,total1,industry_code2,industry_name2,indivs2,pacs2,total2,industry_code3,industry_name3,indivs3,pacs3,total3,industry_code4,industry_name4,indivs4,pacs4,total4,industry_code5,industry_name5,indivs5,pacs5,total5,industry_code6,industry_name6,indivs6,pacs6,total6,industry_code7,industry_name7,indivs7,pacs7,total7,industry_code8,industry_name8,indivs8,pacs8,total8,industry_code9,industry_name9,indivs9,pacs9,total9
185,Lance Gooden,N00042237,2020,03/22/2021,F10,Real Estate,84100,61500,145600,F09,Insurance,16750,125000,141750,F07,Securities & Investment,37500,58000,95500,F03,Commercial Banks,3600,91500,95100,E01,Oil & Gas,22650,69500,92150,H01,Health Professionals,31107,45000,76107,F13,Misc Finance,42800,17000,59800,Q03,Leadership PACs,0,56550,56550,F11,Accountants,250,50500,50750,K01,Lawyers/Law Firms,41900,5000,46900
186,Paul Gosar,N00030771,2020,03/22/2021,H01,Health Professionals,23562,46000,69562,W06,Retired,60383,0,60383,Q01,Republican/Conservative,30490,11000,41490,Q03,Leadership PACs,0,30266,30266,E04,Mining,2725,20250,22975,C05,Building Materials & Equipment,5913,15000,20913,F10,Real Estate,13075,6000,19075,N15,Misc Manufacturing & Distributing,14550,3000,17550,E08,Electric Utilities,0,16500,16500,N07,Casinos/Gambling,14325,0,14325
187,Josh Gottheimer,N00036944,2020,03/22/2021,F07,Securities & Investment,1164682,155500,1320182,K01,Lawyers/Law Firms,473352,32600,505952,F10,Real Estate,356688,73000,429688,F09,Insurance,159697,231500,391197,Q02,Democratic/Liberal,222206,48000,270206,W06,Retired,250589,0,250589,F13,Misc Finance,197701,15000,212701,Q05,Pro-Israel,186095,19500,205595,F03,Commercial Banks,33535,128500,162035,N05,Business Services,150835,1000,151835
188,Lindsey Graham,N00009975,2020,03/22/2021,W06,Retired,27870557,0,27870557,F10,Real Estate,2701069,48500,2749569,Q01,Republican/Conservative,2637932,63350,2701282,K01,Lawyers/Law Firms,1908339,101500,2009839,H01,Health Professionals,1528087,42000,1570087,F07,Securities & Investment,1253698,53000,1306698,F13,Misc Finance,811656,30500,842156,F09,Insurance,637933,110300,748233,C01,General Contractors,713429,28500,741929,W04,Education,733676,0,733676
189,Kay Granger,N00008799,2020,03/22/2021,D01,Defense Aerospace,218042,59000,277042,Q03,Leadership PACs,0,236300,236300,D03,Misc Defense,118269,74500,192769,F10,Real Estate,107902,40500,148402,W06,Retired,140556,0,140556,M01,Air Transport,23094,112500,135594,Q05,Pro-Israel,115738,12000,127738,K02,Lobbyists,97250,1000,98250,F07,Securities & Investment,73123,22000,95123,D02,Defense Electronics,2512,78500,81012
190,Chuck Grassley,N00001758,2020,03/22/2021,W06,Retired,947718,0,947718,F07,Securities & Investment,574785,72750,647535,Q03,Leadership PACs,0,450799,450799,K01,Lawyers/Law Firms,312366,123950,436316,F09,Insurance,126530,280650,407180,H01,Health Professionals,150485,239000,389485,K02,Lobbyists,310875,7199,318074,F10,Real Estate,248057,69000,317057,A07,Agricultural Services/Products,104122,149619,253741,F13,Misc Finance,190979,47200,238179
191,Garret Graves,N00036135,2020,03/22/2021,E01,Oil & Gas,55360,143800,199160,M01,Air Transport,2500,99500,102000,C04,Construction Services,30350,31000,61350,K01,Lawyers/Law Firms,32917,28250,61167,K02,Lobbyists,58643,0,58643,M05,Sea Transport,24200,31300,55500,E08,Electric Utilities,0,52000,52000,C05,Building Materials & Equipment,21050,30000,51050,W06,Retired,45400,0,45400,M02,Automotive,12150,31500,43650
192,Sam Graves,N00013323,2020,03/22/2021,M01,Air Transport,5300,164000,169300,M04,Railroads,27999,76379,104378,E01,Oil & Gas,7100,89000,96100,C05,Building Materials & Equipment,3800,91000,94800,M03,Trucking,3500,72500,76000,C01,General Contractors,51400,24000,75400,M05,Sea Transport,27800,43300,71100,C04,Construction Services,4075,66500,70575,E08,Electric Utilities,1000,62500,63500,P03,Transportation Unions,0,61000,61000
193,Tom Graves,N00030788,2020,03/22/2021,F09,Insurance,1500,51000,52500,F03,Commercial Banks,250,45000,45250,F10,Real Estate,24400,19500,43900,F07,Securities & Investment,7800,35000,42800,F11,Accountants,500,30000,30500,F06,Finance/Credit Companies,5500,24500,30000,B09,Telecom Services,0,29000,29000,K02,Lobbyists,26600,500,27100,E01,Oil & Gas,5600,20500,26100,Q03,Leadership PACs,0,22000,22000
194,Al Green,N00026686,2020,03/22/2021,F10,Real Estate,36668,35500,72168,P02,Industrial Unions,0,34500,34500,P04,Public Sector Unions,50,30000,30050,W06,Retired,28594,0,28594,K01,Lawyers/Law Firms,21330,0,21330,P03,Transportation Unions,0,16000,16000,P05,Misc Unions,0,15000,15000,F13,Misc Finance,10575,2000,12575,F09,Insurance,2065,10000,12065,P01,Building Trade Unions,0,10500,10500
195,Mark Green,N00041873,2020,03/22/2021,W06,Retired,150687,0,150687,H01,Health Professionals,62106,32000,94106,Q01,Republican/Conservative,50919,19000,69919,F07,Securities & Investment,64588,0,64588,F10,Real Estate,48857,6000,54857,M02,Automotive,36927,13500,50427,N15,Misc Manufacturing & Distributing,43344,0,43344,F03,Commercial Banks,29685,10500,40185,N02,"Beer, Wine & Liquor",30103,7000,37103,C01,General Contractors,33004,1000,34004
196,Morgan Griffith,N00032029,2020,03/22/2021,H01,Health Professionals,17985,106000,123985,H04,Pharmaceuticals/Health Products,1006,57000,58006,E01,Oil & Gas,1303,46000,47303,E08,Electric Utilities,250,44500,44750,B09,Telecom Services,100,39500,39600,K01,Lawyers/Law Firms,16230,18500,34730,F10,Real Estate,15020,11000,26020,Q03,Leadership PACs,0,24150,24150,Q01,Republican/Conservative,16100,6000,22100,N03,Retail Sales,15300,6500,21800
197,Raul M Grijalva,N00025284,2020,03/22/2021,N07,Casinos/Gambling,140402,2000,142402,W06,Retired,74980,0,74980,P04,Public Sector Unions,10,49500,49510,K01,Lawyers/Law Firms,20862,21250,42112,Q02,Democratic/Liberal,36852,147,36999,F10,Real Estate,23710,12500,36210,P05,Misc Unions,5055,27500,32555,Q10,Misc Issues,17534,12500,30034,P02,Industrial Unions,7,26500,26507,Q11,Environment,7726,14930,22656
198,Glenn S Grothman,N00036409,2020,03/22/2021,W06,Retired,301944,0,301944,F10,Real Estate,74474,7000,81474,F09,Insurance,30165,41773,71938,Q03,Leadership PACs,0,68700,68700,N15,Misc Manufacturing & Distributing,50500,9000,59500,F07,Securities & Investment,33108,16000,49108,K01,Lawyers/Law Firms,32029,7000,39029,E01,Oil & Gas,18076,12500,30576,A01,Crop Production & Basic Processing,10537,19000,29537,E08,Electric Utilities,3800,25500,29300
199,Michael Guest,N00042458,2020,03/22/2021,E01,Oil & Gas,44637,18868,63505,K01,Lawyers/Law Firms,34602,12500,47102,H01,Health Professionals,26562,10750,37312,K02,Lobbyists,28414,0,28414,W06,Retired,27418,0,27418,A01,Crop Production & Basic Processing,547,26500,27047,E08,Electric Utilities,1012,23000,24012,F10,Real Estate,14807,9000,23807,F13,Misc Finance,22654,0,22654,F03,Commercial Banks,3723,18300,22023
200,Brett Guthrie,N00029675,2020,03/22/2021,H04,Pharmaceuticals/Health Products,3754,206710,210464,H01,Health Professionals,4772,141500,146272,H03,Health Services/HMOs,3006,86500,89506,B09,Telecom Services,8303,64700,73003,F09,Insurance,1256,54000,55256,E01,Oil & Gas,1002,50000,51002,K02,Lobbyists,49850,500,50350,M02,Automotive,2803,43500,46303,B12,Electronics Mfg & Equip,8,34500,34508,K01,Lawyers/Law Firms,8856,24500,33356
201,Debra Haaland,N00040933,2020,03/22/2021,Q09,Human Rights,294981,11012,305993,W06,Retired,225534,0,225534,K01,Lawyers/Law Firms,151515,12250,163765,Q02,Democratic/Liberal,132897,11000,143897,W04,Education,106245,0,106245,N05,Business Services,49367,1000,50367,H01,Health Professionals,41102,6500,47602,F10,Real Estate,32459,7000,39459,K02,Lobbyists,34893,0,34893,P04,Public Sector Unions,5,34500,34505
202,Jim Hagedorn,N00031390,2020,03/22/2021,W06,Retired,341600,0,341600,Q03,Leadership PACs,0,162670,162670,A01,Crop Production & Basic Processing,43660,43500,87160,F10,Real Estate,74630,9000,83630,Q16,Candidate Committees,0,69750,69750,Q01,Republican/Conservative,48747,15500,64247,N15,Misc Manufacturing & Distributing,47977,12000,59977,F09,Insurance,16658,36500,53158,A07,Agricultural Services/Products,13989,30500,44489,N03,Retail Sales,36705,7000,43705
203,Josh Harder,N00040853,2020,03/22/2021,W06,Retired,925509,0,925509,F07,Securities & Investment,599478,3500,602978,Q02,Democratic/Liberal,498384,51679,550063,K01,Lawyers/Law Firms,466069,10250,476319,W04,Education,412328,0,412328,F10,Real Estate,250816,5000,255816,N05,Business Services,248037,0,248037,Q03,Leadership PACs,20615,213201,233816,B13,Internet,232181,0,232181,B12,Electronics Mfg & Equip,227611,0,227611
204,Andy Harris,N00029147,2020,03/22/2021,H01,Health Professionals,103079,124000,227079,W06,Retired,145367,0,145367,F10,Real Estate,73635,6000,79635,Q01,Republican/Conservative,52506,16500,69006,F07,Securities & Investment,47551,0,47551,H04,Pharmaceuticals/Health Products,4760,37500,42260,N01,Food & Beverage,35142,1000,36142,C01,General Contractors,23470,6000,29470,C03,Special Trade Contractors,22289,5000,27289,A09,Food Processing & Sales,7551,16500,24051
205,Kamala Harris,N00036915,2020,03/22/2021,K01,Lawyers/Law Firms,2291340,76500,2367840,W06,Retired,1382446,0,1382446,B02,TV/Movies/Music,1218776,7500,1226276,F07,Securities & Investment,778759,5475,784234,F10,Real Estate,669877,1500,671377,W04,Education,604238,0,604238,Q08,Women's Issues,544028,30492,574520,N05,Business Services,528878,8200,537078,H01,Health Professionals,384588,15000,399588,B12,Electronics Mfg & Equip,356590,17000,373590
206,Vicky Hartzler,N00031005,2020,03/22/2021,W06,Retired,134150,0,134150,A07,Agricultural Services/Products,28751,48000,76751,D03,Misc Defense,29269,39000,68269,A01,Crop Production & Basic Processing,23186,39000,62186,F10,Real Estate,53436,7000,60436,Q01,Republican/Conservative,55176,1500,56676,M02,Automotive,29771,15500,45271,Q03,Leadership PACs,0,44000,44000,C05,Building Materials & Equipment,43924,0,43924,D01,Defense Aerospace,292,43500,43792
207,Maggie Hassan,N00038397,2020,03/22/2021,W06,Retired,3372253,0,3372253,K01,Lawyers/Law Firms,1633269,20833,1654102,W04,Education,1101908,0,1101908,Q08,Women's Issues,961172,41550,1002722,F07,Securities & Investment,593039,45500,638539,Q03,Leadership PACs,5400,567250,572650,F10,Real Estate,560234,2000,562234,H01,Health Professionals,421299,43000,464299,N05,Business Services,380560,0,380560,W02,Non-Profit Institutions,356697,0,356697
208,Alcee L Hastings,N00002884,2020,03/22/2021,Q03,Leadership PACs,0,74800,74800,A01,Crop Production & Basic Processing,32300,29500,61800,W04,Education,38315,13000,51315,K01,Lawyers/Law Firms,29400,18250,47650,F06,Finance/Credit Companies,15500,23500,39000,Q16,Candidate Committees,0,35000,35000,Q05,Pro-Israel,14300,6300,20600,P04,Public Sector Unions,3000,17500,20500,P02,Industrial Unions,0,20000,20000,B09,Telecom Services,0,17500,17500
209,Josh Hawley,N00041620,2020,03/22/2021,W06,Retired,1745920,0,1745920,Q01,Republican/Conservative,978652,79100,1057752,F10,Real Estate,600287,1000,601287,F07,Securities & Investment,583785,5500,589285,Q03,Leadership PACs,30,418700,418730,K01,Lawyers/Law Firms,372566,27500,400066,N15,Misc Manufacturing & Distributing,333272,31000,364272,E01,Oil & Gas,157718,106500,264218,H01,Health Professionals,241370,16000,257370,K02,Lobbyists,247790,3000,250790
210,Jahana Hayes,N00043421,2020,03/22/2021,W06,Retired,180237,0,180237,Q03,Leadership PACs,28400,140000,168400,Q02,Democratic/Liberal,102225,42010,144235,F07,Securities & Investment,88387,5500,93887,K01,Lawyers/Law Firms,70753,16000,86753,Q16,Candidate Committees,3000,76002,79002,W04,Education,59704,4500,64204,P04,Public Sector Unions,904,62000,62904,Q08,Women's Issues,34025,17500,51525,F10,Real Estate,37148,8000,45148
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Pramila Jayapal,N00038858,2020,03/22/2021,W06,Retired,324081,0,324081,Q02,Democratic/Liberal,187742,15705,203447,W04,Education,126324,0,126324,Q09,Human Rights,86420,19012,105432,W02,Non-Profit Institutions,94238,0,94238,H01,Health Professionals,85721,7500,93221,K01,Lawyers/Law Firms,81724,11000,92724,B12,Electronics Mfg & Equip,92359,0,92359,P05,Misc Unions,16052,52300,68352,B13,Internet,67680,0,67680
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Rick Larsen,N00009759,2020,03/22/2021,M01,Air Transport,2656,161500,164156,P03,Transportation Unions,500,110500,111000,W06,Retired,64001,0,64001,P01,Building Trade Unions,5,50000,50005,E01,Oil & Gas,2801,34000,36801,C04,Construction Services,5114,30000,35114,M05,Sea Transport,5405,27500,32905,D03,Misc Defense,0,31500,31500,K01,Lawyers/Law Firms,13528,15000,28528,C05,Building Materials & Equipment,258,27000,27258
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Jeff Merkley,N00029303,2020,03/22/2021,W06,Retired,2150997,0,2150997,Q02,Democratic/Liberal,576280,12000,588280,W04,Education,452774,0,452774,Q03,Leadership PACs,100,290100,290200,K01,Lawyers/Law Firms,256471,16000,272471,H01,Health Professionals,203216,42000,245216,F07,Securities & Investment,176245,1000,177245,F10,Real Estate,159881,15500,175381,W03,Civil Servants/Public Officials,158030,0,158030,B12,Electronics Mfg & Equip,139776,5000,144776
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
